"state_code","State.Name","County.Name","Tenure","Housing.cost.burden.is.greater.than.30..but.less.than.or.equal.to.50.","Housing.cost.burden.is.greater.than.50.","Housing.cost.burden.is.less.than.or.equal.to.30.","Housing.cost.burden.not.computed..household.has.no.negative.income.","Total.Households","Chronically Homeless","Chronically Homeless Individuals","Chronically Homeless People in Families","Homeless Individuals","Homeless People in Families","Homeless Veterans","Sheltered Chronically Homeless","Sheltered Chronically Homeless Individuals","Sheltered Chronically Homeless People in Families","Sheltered Homeless","Sheltered Homeless Individuals","Sheltered Homeless People in Families","Sheltered Homeless Veterans","Total Homeless","Unsheltered Chronically Homeless","Unsheltered Chronically Homeless Individuals","Unsheltered Chronically Homeless People in Families","Unsheltered Homeless","Unsheltered Homeless Individuals","Unsheltered Homeless People in Families","Unsheltered Homeless Veterans"
"SD","South Dakota","Jones County","Owner occupied","16","18","308","0","342",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Jones County","Renter occupied","4","18","107","0","129",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Kingsbury County","Owner occupied","139","70","1,538","29","1,776",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Kingsbury County","Renter occupied","55","19","480","4","558",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Lake County","Owner occupied","418","129","2,641","15","3,203",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Lake County","Renter occupied","233","230","816","14","1,293",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Lawrence County","Owner occupied","913","614","5,452","30","7,009",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Lawrence County","Renter occupied","706","835","2,143","10","3,694",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Lincoln County","Owner occupied","1,730","596","10,169","85","12,580",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Lincoln County","Renter occupied","820","645","2,385","30","3,880",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Lyman County","Owner occupied","72","12","829","4","917",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Lyman County","Renter occupied","36","16","456","15","523",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","McCook County","Owner occupied","220","84","1,438","4","1,746",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","McCook County","Renter occupied","66","26","360","8","460",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","McPherson County","Owner occupied","97","53","652","19","821",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","McPherson County","Renter occupied","22","18","147","10","197",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Marshall County","Owner occupied","133","84","1,022","0","1,239",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Marshall County","Renter occupied","49","47","323","20","439",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Meade County","Owner occupied","1,464","500","5,094","40","7,098",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Meade County","Renter occupied","610","335","1,890","20","2,855",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Mellette County","Owner occupied","45","38","314","0","397",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Mellette County","Renter occupied","25","45","136","14","220",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Miner County","Owner occupied","83","32","745","4","864",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Miner County","Renter occupied","18","14","211","0","243",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Minnehaha County","Owner occupied","5,955","2,140","35,105","90","43,290",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Minnehaha County","Renter occupied","3,925","4,649","14,150","215","22,939",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Moody County","Owner occupied","294","168","1,472","4","1,938",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Moody County","Renter occupied","88","38","546","0","672",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Pennington County","Owner occupied","4,750","1,770","20,039","65","26,624",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Pennington County","Renter occupied","2,760","2,740","7,990","185","13,675",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Perkins County","Owner occupied","102","67","778","22","969",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Perkins County","Renter occupied","45","32","274","4","355",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Potter County","Owner occupied","62","45","774","0","881",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Potter County","Renter occupied","41","16","117","0","174",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Roberts County","Owner occupied","267","224","2,057","8","2,556",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Roberts County","Renter occupied","117","157","803","20","1,097",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Sanborn County","Owner occupied","75","62","593","4","734",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Sanborn County","Renter occupied","12","8","267","0","287",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Shannon County","Owner occupied","114","200","1,093","24","1,431",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Shannon County","Renter occupied","105","149","1,060","10","1,324",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Spink County","Owner occupied","117","100","1,758","12","1,987",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Spink County","Renter occupied","103","68","465","4","640",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Stanley County","Owner occupied","63","52","809","10","934",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Stanley County","Renter occupied","24","35","158","10","227",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Sully County","Owner occupied","42","24","390","0","456",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Sully County","Renter occupied","0","20","141","0","161",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Todd County","Owner occupied","116","135","839","0","1,090",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Todd County","Renter occupied","118","220","1,085","49","1,472",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Tripp County","Owner occupied","171","132","1,456","35","1,794",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Tripp County","Renter occupied","203","94","374","0","671",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Turner County","Owner occupied","375","150","2,228","18","2,771",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Turner County","Renter occupied","93","47","503","4","647",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Union County","Owner occupied","434","224","3,653","0","4,311",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Union County","Renter occupied","220","66","1,185","4","1,475",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Walworth County","Owner occupied","111","91","1,367","30","1,599",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Walworth County","Renter occupied","39","139","416","15","609",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Yankton County","Owner occupied","654","204","5,238","0","6,096",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Yankton County","Renter occupied","558","340","1,664","14","2,576",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Ziebach County","Owner occupied","36","42","353","0","431",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"SD","South Dakota","Ziebach County","Renter occupied","37","91","188","24","340",34,460,0,1886,1560,109,21,269,0,3172,1645,1527,99,3446,13,191,0,274,241,33,10
"TN","Tennessee","Anderson County","Owner occupied","2,370","1,564","18,010","184","22,128",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Anderson County","Renter occupied","1,544","1,795","5,375","220","8,934",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Bedford County","Owner occupied","1,819","1,019","8,490","75","11,403",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Bedford County","Renter occupied","958","930","2,495","260","4,643",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Benton County","Owner occupied","893","285","4,448","29","5,655",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Benton County","Renter occupied","147","303","868","60","1,378",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Bledsoe County","Owner occupied","593","308","2,578","70","3,549",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Bledsoe County","Renter occupied","158","169","568","70","965",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Blount County","Owner occupied","4,600","2,929","28,560","195","36,284",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Blount County","Renter occupied","1,995","2,519","7,505","190","12,209",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Bradley County","Owner occupied","3,405","2,099","19,395","170","25,069",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Bradley County","Renter occupied","2,565","2,944","6,445","230","12,184",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Campbell County","Owner occupied","1,298","934","9,179","170","11,581",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Campbell County","Renter occupied","858","780","2,660","165","4,463",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Cannon County","Owner occupied","798","383","2,846","50","4,077",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Cannon County","Renter occupied","160","130","951","50","1,291",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Carroll County","Owner occupied","1,144","628","6,675","84","8,531",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Carroll County","Renter occupied","433","409","1,545","30","2,417",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Carter County","Owner occupied","2,225","1,154","14,165","85","17,629",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Carter County","Renter occupied","1,194","1,429","3,689","240","6,552",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Cheatham County","Owner occupied","1,815","829","8,945","44","11,633",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Cheatham County","Renter occupied","825","610","1,275","15","2,725",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Chester County","Owner occupied","538","415","3,474","35","4,462",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Chester County","Renter occupied","140","333","1,013","25","1,511",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Claiborne County","Owner occupied","1,140","827","7,725","134","9,826",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Claiborne County","Renter occupied","589","709","1,545","100","2,943",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Clay County","Owner occupied","256","309","2,143","24","2,732",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Clay County","Renter occupied","88","89","631","65","873",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Cocke County","Owner occupied","1,459","1,150","7,849","224","10,682",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Cocke County","Renter occupied","760","715","2,540","265","4,280",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Coffee County","Owner occupied","2,130","1,390","11,060","165","14,745",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Coffee County","Renter occupied","1,310","1,205","3,545","250","6,310",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Crockett County","Owner occupied","507","402","2,964","10","3,883",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Crockett County","Renter occupied","299","187","1,145","35","1,666",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Cumberland County","Owner occupied","2,475","1,690","14,100","160","18,425",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Cumberland County","Renter occupied","968","785","2,935","125","4,813",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Davidson County","Owner occupied","24,740","15,480","103,290","705","144,215",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Davidson County","Renter occupied","24,680","25,955","56,525","2,714","109,874",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Decatur County","Owner occupied","479","364","3,110","20","3,973",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Decatur County","Renter occupied","283","239","623","15","1,160",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","DeKalb County","Owner occupied","748","318","4,119","45","5,230",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","DeKalb County","Renter occupied","342","199","1,245","65","1,851",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Dickson County","Owner occupied","2,195","1,030","10,483","80","13,788",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Dickson County","Renter occupied","1,045","1,045","2,845","80","5,015",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Dyer County","Owner occupied","1,404","710","7,705","60","9,879",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Dyer County","Renter occupied","1,020","1,140","3,059","190","5,409",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Fayette County","Owner occupied","1,557","1,214","8,584","69","11,424",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Fayette County","Renter occupied","274","398","1,724","20","2,416",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Fentress County","Owner occupied","763","659","4,318","84","5,824",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Fentress County","Renter occupied","304","270","947","110","1,631",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Franklin County","Owner occupied","1,394","960","9,809","65","12,228",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Franklin County","Renter occupied","659","649","2,339","4","3,651",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Gibson County","Owner occupied","1,759","1,145","10,800","155","13,859",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Gibson County","Renter occupied","1,288","1,029","3,169","135","5,621",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Giles County","Owner occupied","968","738","6,908","125","8,739",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Giles County","Renter occupied","844","614","1,238","174","2,870",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Grainger County","Owner occupied","695","603","6,020","85","7,403",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Grainger County","Renter occupied","309","259","936","20","1,524",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Greene County","Owner occupied","2,800","1,485","16,575","225","21,085",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Greene County","Renter occupied","1,405","1,213","4,545","190","7,353",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Grundy County","Owner occupied","691","427","3,044","55","4,217",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Grundy County","Renter occupied","42","253","737","30","1,062",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hamblen County","Owner occupied","2,480","1,215","13,565","109","17,369",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hamblen County","Renter occupied","1,260","1,635","4,245","140","7,280",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hamilton County","Owner occupied","12,344","7,680","67,625","450","88,099",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hamilton County","Renter occupied","9,674","10,305","24,915","1,030","45,924",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hancock County","Owner occupied","323","227","1,505","25","2,080",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hancock County","Renter occupied","116","95","585","60","856",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hardeman County","Owner occupied","892","828","4,604","89","6,413",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hardeman County","Renter occupied","478","639","1,235","50","2,402",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hardin County","Owner occupied","923","878","6,199","170","8,170",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hardin County","Renter occupied","380","489","1,419","90","2,378",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hawkins County","Owner occupied","2,424","1,260","14,509","140","18,333",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hawkins County","Renter occupied","1,220","798","3,255","95","5,368",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Haywood County","Owner occupied","607","618","3,299","15","4,539",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Haywood County","Renter occupied","825","583","1,199","34","2,641",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Henderson County","Owner occupied","1,378","659","6,388","65","8,490",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Henderson County","Renter occupied","373","450","1,425","30","2,278",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Henry County","Owner occupied","1,154","840","7,959","105","10,058",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Henry County","Renter occupied","579","500","1,954","145","3,178",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hickman County","Owner occupied","874","565","5,665","100","7,204",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Hickman County","Renter occupied","360","165","1,200","10","1,735",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Houston County","Owner occupied","312","175","1,964","23","2,474",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Houston County","Renter occupied","169","146","637","34","986",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Humphreys County","Owner occupied","831","303","4,665","8","5,807",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Humphreys County","Renter occupied","179","227","1,427","15","1,848",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Jackson County","Owner occupied","478","341","2,674","44","3,537",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Jackson County","Renter occupied","185","289","661","39","1,174",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Jefferson County","Owner occupied","1,748","1,433","11,150","230","14,561",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Jefferson County","Renter occupied","899","1,019","2,783","85","4,786",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Johnson County","Owner occupied","890","393","4,284","60","5,627",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
"TN","Tennessee","Johnson County","Renter occupied","114","320","1,194","15","1,643",1757,12919,96,37850,12986,965,904,6156,76,32153,23370,8783,732,50836,853,6763,20,18683,14480,4203,233
