State Name,geoid,County Name,Start Year,End Year,Tenure,Housing cost burden is greater than 30% but less than or equal to 50%,Housing cost burden is greater than 50%,Housing cost burden is less than or equal to 30%,Housing cost burden not computed (household has no/negative income),Total Households
Tennessee,05000US47127,Moore County,1/1/2006,1/1/2010,Owner occupied,289,40,"1,604",0,"1,933"
Tennessee,05000US47127,Moore County,1/1/2006,1/1/2010,Renter occupied,110,54,283,15,462
Tennessee,05000US47127,Moore County,1/1/2007,1/1/2011,Owner occupied,253,75,"1,639",0,"1,967"
Tennessee,05000US47127,Moore County,1/1/2007,1/1/2011,Renter occupied,90,40,293,15,438
Tennessee,05000US47127,Moore County,1/1/2008,1/1/2012,Owner occupied,224,114,"1,688",0,"2,026"
Tennessee,05000US47127,Moore County,1/1/2008,1/1/2012,Renter occupied,90,35,250,0,375
Tennessee,05000US47127,Moore County,1/1/2009,1/1/2013,Owner occupied,157,131,"1,723",0,"2,011"
Tennessee,05000US47127,Moore County,1/1/2009,1/1/2013,Renter occupied,95,10,294,0,399
Tennessee,05000US47127,Moore County,1/1/2010,1/1/2014,Owner occupied,91,186,"1,745",0,"2,022"
Tennessee,05000US47127,Moore County,1/1/2010,1/1/2014,Renter occupied,79,15,309,0,403
Tennessee,05000US47129,Morgan County,1/1/2005,1/1/2009,Owner occupied,"1,054",564,"4,903",240,"6,761"
Tennessee,05000US47129,Morgan County,1/1/2005,1/1/2009,Renter occupied,187,35,782,0,"1,004"
Tennessee,05000US47129,Morgan County,1/1/2006,1/1/2010,Owner occupied,"1,009",550,"4,895",59,"6,513"
Tennessee,05000US47129,Morgan County,1/1/2006,1/1/2010,Renter occupied,147,194,"1,068",40,"1,449"
Tennessee,05000US47129,Morgan County,1/1/2007,1/1/2011,Owner occupied,979,615,"4,845",50,"6,489"
Tennessee,05000US47129,Morgan County,1/1/2007,1/1/2011,Renter occupied,154,234,989,45,"1,422"
Tennessee,05000US47129,Morgan County,1/1/2008,1/1/2012,Owner occupied,743,509,"4,840",54,"6,146"
Tennessee,05000US47129,Morgan County,1/1/2008,1/1/2012,Renter occupied,141,253,"1,045",55,"1,494"
Tennessee,05000US47129,Morgan County,1/1/2009,1/1/2013,Owner occupied,712,488,"4,758",39,"5,997"
Tennessee,05000US47129,Morgan County,1/1/2009,1/1/2013,Renter occupied,180,222,990,70,"1,462"
Tennessee,05000US47129,Morgan County,1/1/2010,1/1/2014,Owner occupied,574,584,"4,664",45,"5,867"
Tennessee,05000US47129,Morgan County,1/1/2010,1/1/2014,Renter occupied,226,250,960,55,"1,491"
Tennessee,05000US47131,Obion County,1/1/2005,1/1/2009,Owner occupied,"1,374",888,"8,319",475,"11,056"
Tennessee,05000US47131,Obion County,1/1/2005,1/1/2009,Renter occupied,545,90,"2,430",0,"3,065"
Tennessee,05000US47131,Obion County,1/1/2006,1/1/2010,Owner occupied,"1,085",623,"7,103",29,"8,840"
Tennessee,05000US47131,Obion County,1/1/2006,1/1/2010,Renter occupied,752,540,"2,450",113,"3,855"
Tennessee,05000US47131,Obion County,1/1/2007,1/1/2011,Owner occupied,"1,063",657,"7,127",49,"8,896"
Tennessee,05000US47131,Obion County,1/1/2007,1/1/2011,Renter occupied,863,600,"2,164",139,"3,766"
Tennessee,05000US47131,Obion County,1/1/2008,1/1/2012,Owner occupied,"1,038",713,"6,987",47,"8,785"
Tennessee,05000US47131,Obion County,1/1/2008,1/1/2012,Renter occupied,943,615,"2,035",129,"3,722"
Tennessee,05000US47131,Obion County,1/1/2009,1/1/2013,Owner occupied,"1,024",698,"6,758",32,"8,512"
Tennessee,05000US47131,Obion County,1/1/2009,1/1/2013,Renter occupied,934,700,"2,154",144,"3,932"
Tennessee,05000US47131,Obion County,1/1/2010,1/1/2014,Owner occupied,"1,088",733,"6,702",37,"8,560"
Tennessee,05000US47131,Obion County,1/1/2010,1/1/2014,Renter occupied,844,755,"2,184",160,"3,943"
Tennessee,05000US47133,Overton County,1/1/2005,1/1/2009,Owner occupied,"1,174",445,"5,759",264,"7,642"
Tennessee,05000US47133,Overton County,1/1/2005,1/1/2009,Renter occupied,230,105,"1,064",0,"1,399"
Tennessee,05000US47133,Overton County,1/1/2006,1/1/2010,Owner occupied,"1,054",379,"5,668",23,"7,124"
Tennessee,05000US47133,Overton County,1/1/2006,1/1/2010,Renter occupied,260,295,"1,183",0,"1,738"
Tennessee,05000US47133,Overton County,1/1/2007,1/1/2011,Owner occupied,"1,030",393,"5,805",4,"7,232"
Tennessee,05000US47133,Overton County,1/1/2007,1/1/2011,Renter occupied,273,330,"1,084",90,"1,777"
Tennessee,05000US47133,Overton County,1/1/2008,1/1/2012,Owner occupied,875,374,"5,879",14,"7,142"
Tennessee,05000US47133,Overton County,1/1/2008,1/1/2012,Renter occupied,249,280,"1,034",165,"1,728"
Tennessee,05000US47133,Overton County,1/1/2009,1/1/2013,Owner occupied,770,484,"5,745",35,"7,034"
Tennessee,05000US47133,Overton County,1/1/2009,1/1/2013,Renter occupied,217,290,"1,070",205,"1,782"
Tennessee,05000US47133,Overton County,1/1/2010,1/1/2014,Owner occupied,739,493,"5,480",90,"6,802"
Tennessee,05000US47133,Overton County,1/1/2010,1/1/2014,Renter occupied,229,274,"1,168",245,"1,916"
Tennessee,05000US47135,Perry County,1/1/2005,1/1/2009,Owner occupied,193,247,"2,109",140,"2,689"
Tennessee,05000US47135,Perry County,1/1/2005,1/1/2009,Renter occupied,62,0,387,0,449
Tennessee,05000US47135,Perry County,1/1/2006,1/1/2010,Owner occupied,250,208,"2,009",50,"2,517"
Tennessee,05000US47135,Perry County,1/1/2006,1/1/2010,Renter occupied,109,119,511,35,774
Tennessee,05000US47135,Perry County,1/1/2007,1/1/2011,Owner occupied,269,239,"1,794",24,"2,326"
Tennessee,05000US47135,Perry County,1/1/2007,1/1/2011,Renter occupied,192,163,519,35,909
Tennessee,05000US47135,Perry County,1/1/2008,1/1/2012,Owner occupied,226,255,"1,849",29,"2,359"
Tennessee,05000US47135,Perry County,1/1/2008,1/1/2012,Renter occupied,202,153,526,40,921
Tennessee,05000US47135,Perry County,1/1/2009,1/1/2013,Owner occupied,245,248,"1,838",34,"2,365"
Tennessee,05000US47135,Perry County,1/1/2009,1/1/2013,Renter occupied,143,143,493,40,819
Tennessee,05000US47135,Perry County,1/1/2010,1/1/2014,Owner occupied,297,207,"1,879",59,"2,442"
Tennessee,05000US47135,Perry County,1/1/2010,1/1/2014,Renter occupied,177,133,432,60,802
Tennessee,05000US47137,Pickett County,1/1/2005,1/1/2009,Owner occupied,353,236,"1,169",103,"1,861"
Tennessee,05000US47137,Pickett County,1/1/2005,1/1/2009,Renter occupied,8,0,388,0,396
Tennessee,05000US47137,Pickett County,1/1/2006,1/1/2010,Owner occupied,239,242,"1,184",8,"1,673"
Tennessee,05000US47137,Pickett County,1/1/2006,1/1/2010,Renter occupied,16,65,432,0,513
Tennessee,05000US47137,Pickett County,1/1/2007,1/1/2011,Owner occupied,243,218,"1,288",4,"1,753"
Tennessee,05000US47137,Pickett County,1/1/2007,1/1/2011,Renter occupied,26,90,436,0,552
Tennessee,05000US47137,Pickett County,1/1/2008,1/1/2012,Owner occupied,217,197,"1,415",4,"1,833"
Tennessee,05000US47137,Pickett County,1/1/2008,1/1/2012,Renter occupied,26,160,431,0,617
Tennessee,05000US47137,Pickett County,1/1/2009,1/1/2013,Owner occupied,257,111,"1,546",4,"1,918"
Tennessee,05000US47137,Pickett County,1/1/2009,1/1/2013,Renter occupied,20,139,305,0,464
Tennessee,05000US47137,Pickett County,1/1/2010,1/1/2014,Owner occupied,285,110,"1,430",0,"1,825"
Tennessee,05000US47137,Pickett County,1/1/2010,1/1/2014,Renter occupied,26,89,336,0,451
Tennessee,05000US47139,Polk County,1/1/2005,1/1/2009,Owner occupied,642,521,"4,325",154,"5,642"
Tennessee,05000US47139,Polk County,1/1/2005,1/1/2009,Renter occupied,179,54,"1,083",0,"1,316"
Tennessee,05000US47139,Polk County,1/1/2006,1/1/2010,Owner occupied,624,555,"3,855",55,"5,089"
Tennessee,05000US47139,Polk County,1/1/2006,1/1/2010,Renter occupied,237,143,818,25,"1,223"
Tennessee,05000US47139,Polk County,1/1/2007,1/1/2011,Owner occupied,614,507,"4,103",80,"5,304"
Tennessee,05000US47139,Polk County,1/1/2007,1/1/2011,Renter occupied,278,169,707,30,"1,184"
Tennessee,05000US47139,Polk County,1/1/2008,1/1/2012,Owner occupied,633,494,"4,079",55,"5,261"
Tennessee,05000US47139,Polk County,1/1/2008,1/1/2012,Renter occupied,243,239,711,50,"1,243"
Tennessee,05000US47139,Polk County,1/1/2009,1/1/2013,Owner occupied,662,493,"4,132",65,"5,352"
Tennessee,05000US47139,Polk County,1/1/2009,1/1/2013,Renter occupied,270,225,830,59,"1,384"
Tennessee,05000US47139,Polk County,1/1/2010,1/1/2014,Owner occupied,722,434,"4,077",65,"5,298"
Tennessee,05000US47139,Polk County,1/1/2010,1/1/2014,Renter occupied,230,269,748,74,"1,321"
Tennessee,05000US47141,Putnam County,1/1/2005,1/1/2009,Owner occupied,"2,294","1,875","15,895","1,720","21,784"
Tennessee,05000US47141,Putnam County,1/1/2005,1/1/2009,Renter occupied,"1,670",555,"4,835",0,"7,060"
Tennessee,05000US47141,Putnam County,1/1/2006,1/1/2010,Owner occupied,"2,099","1,750","13,675",155,"17,679"
Tennessee,05000US47141,Putnam County,1/1/2006,1/1/2010,Renter occupied,"1,875","2,410","5,055",555,"9,895"
Tennessee,05000US47141,Putnam County,1/1/2007,1/1/2011,Owner occupied,"2,259","1,793","13,609",270,"17,931"
Tennessee,05000US47141,Putnam County,1/1/2007,1/1/2011,Renter occupied,"1,749","2,595","4,815",760,"9,919"
Tennessee,05000US47141,Putnam County,1/1/2008,1/1/2012,Owner occupied,"2,380","1,785","13,753",219,"18,137"
Tennessee,05000US47141,Putnam County,1/1/2008,1/1/2012,Renter occupied,"1,628","3,045","4,730",755,"10,158"
Tennessee,05000US47141,Putnam County,1/1/2009,1/1/2013,Owner occupied,"2,510","1,685","13,835",249,"18,279"
Tennessee,05000US47141,Putnam County,1/1/2009,1/1/2013,Renter occupied,"1,898","3,355","4,525",900,"10,678"
Tennessee,05000US47141,Putnam County,1/1/2010,1/1/2014,Owner occupied,"2,494","1,585","13,869",225,"18,173"
Tennessee,05000US47141,Putnam County,1/1/2010,1/1/2014,Renter occupied,"2,284","3,010","4,999",985,"11,278"
Tennessee,05000US47143,Rhea County,1/1/2005,1/1/2009,Owner occupied,"1,645","1,010","7,220",630,"10,505"
Tennessee,05000US47143,Rhea County,1/1/2005,1/1/2009,Renter occupied,434,169,"1,484",0,"2,087"
Tennessee,05000US47143,Rhea County,1/1/2006,1/1/2010,Owner occupied,"1,329",839,"6,594",85,"8,847"
Tennessee,05000US47143,Rhea County,1/1/2006,1/1/2010,Renter occupied,624,558,"1,735",105,"3,022"
Tennessee,05000US47143,Rhea County,1/1/2007,1/1/2011,Owner occupied,"1,185",765,"6,544",110,"8,604"
Tennessee,05000US47143,Rhea County,1/1/2007,1/1/2011,Renter occupied,668,672,"1,910",75,"3,325"
Tennessee,05000US47143,Rhea County,1/1/2008,1/1/2012,Owner occupied,"1,215",665,"6,400",145,"8,425"
Tennessee,05000US47143,Rhea County,1/1/2008,1/1/2012,Renter occupied,764,710,"1,915",90,"3,479"
Tennessee,05000US47143,Rhea County,1/1/2009,1/1/2013,Owner occupied,"1,048",559,"6,710",185,"8,502"
Tennessee,05000US47143,Rhea County,1/1/2009,1/1/2013,Renter occupied,809,642,"2,030",130,"3,611"
Tennessee,05000US47143,Rhea County,1/1/2010,1/1/2014,Owner occupied,938,373,"7,035",185,"8,531"
Tennessee,05000US47143,Rhea County,1/1/2010,1/1/2014,Renter occupied,964,663,"2,010",140,"3,777"
Tennessee,05000US47145,Roane County,1/1/2005,1/1/2009,Owner occupied,"2,405","1,374","14,955",795,"19,529"
Tennessee,05000US47145,Roane County,1/1/2005,1/1/2009,Renter occupied,820,194,"2,450",0,"3,464"
Tennessee,05000US47145,Roane County,1/1/2006,1/1/2010,Owner occupied,"2,120","1,329","13,835",95,"17,379"
Tennessee,05000US47145,Roane County,1/1/2006,1/1/2010,Renter occupied,"1,150",930,"2,970",160,"5,210"
Tennessee,05000US47145,Roane County,1/1/2007,1/1/2011,Owner occupied,"2,055","1,240","13,740",85,"17,120"
Tennessee,05000US47145,Roane County,1/1/2007,1/1/2011,Renter occupied,"1,113",950,"3,170",100,"5,333"
Tennessee,05000US47145,Roane County,1/1/2008,1/1/2012,Owner occupied,"1,754","1,194","13,684",85,"16,717"
Tennessee,05000US47145,Roane County,1/1/2008,1/1/2012,Renter occupied,"1,110","1,085","3,435",100,"5,730"
Tennessee,05000US47145,Roane County,1/1/2009,1/1/2013,Owner occupied,"1,739","1,274","13,349",80,"16,442"
Tennessee,05000US47145,Roane County,1/1/2009,1/1/2013,Renter occupied,"1,105","1,185","3,290",70,"5,650"
Tennessee,05000US47145,Roane County,1/1/2010,1/1/2014,Owner occupied,"1,775","1,180","12,954",175,"16,084"
Tennessee,05000US47145,Roane County,1/1/2010,1/1/2014,Renter occupied,"1,205","1,455","3,190",165,"6,015"
Tennessee,05000US47147,Robertson County,1/1/2005,1/1/2009,Owner occupied,"3,140","1,632","14,924",739,"20,435"
Tennessee,05000US47147,Robertson County,1/1/2005,1/1/2009,Renter occupied,710,300,"3,130",0,"4,140"
Tennessee,05000US47147,Robertson County,1/1/2006,1/1/2010,Owner occupied,"3,025","1,385","13,970",69,"18,449"
Tennessee,05000US47147,Robertson County,1/1/2006,1/1/2010,Renter occupied,939,"1,015","3,279",130,"5,363"
Tennessee,05000US47147,Robertson County,1/1/2007,1/1/2011,Owner occupied,"3,215","1,587","13,640",65,"18,507"
Tennessee,05000US47147,Robertson County,1/1/2007,1/1/2011,Renter occupied,983,"1,035","3,260",240,"5,518"
Tennessee,05000US47147,Robertson County,1/1/2008,1/1/2012,Owner occupied,"3,115","1,408","13,930",64,"18,517"
Tennessee,05000US47147,Robertson County,1/1/2008,1/1/2012,Renter occupied,989,954,"3,405",260,"5,608"
Tennessee,05000US47147,Robertson County,1/1/2009,1/1/2013,Owner occupied,"2,878","1,434","14,095",99,"18,506"
Tennessee,05000US47147,Robertson County,1/1/2009,1/1/2013,Renter occupied,985,"1,040","3,390",210,"5,625"
Tennessee,05000US47147,Robertson County,1/1/2010,1/1/2014,Owner occupied,"2,770","1,558","14,314",68,"18,710"
Tennessee,05000US47147,Robertson County,1/1/2010,1/1/2014,Renter occupied,"1,025","1,013","3,475",220,"5,733"
Tennessee,05000US47149,Rutherford County,1/1/2005,1/1/2009,Owner occupied,"9,990","5,020","56,730","5,235","76,975"
Tennessee,05000US47149,Rutherford County,1/1/2005,1/1/2009,Renter occupied,"4,615","1,355","14,875",0,"20,845"
Tennessee,05000US47149,Rutherford County,1/1/2006,1/1/2010,Owner occupied,"9,425","4,535","49,695",95,"63,750"
Tennessee,05000US47149,Rutherford County,1/1/2006,1/1/2010,Renter occupied,"5,890","6,455","15,755",500,"28,600"
Tennessee,05000US47149,Rutherford County,1/1/2007,1/1/2011,Owner occupied,"9,720","4,804","50,255",220,"64,999"
Tennessee,05000US47149,Rutherford County,1/1/2007,1/1/2011,Renter occupied,"6,610","6,335","15,875",335,"29,155"
Tennessee,05000US47149,Rutherford County,1/1/2008,1/1/2012,Owner occupied,"10,055","4,665","50,080",240,"65,040"
Tennessee,05000US47149,Rutherford County,1/1/2008,1/1/2012,Renter occupied,"7,090","6,470","16,385",380,"30,325"
Tennessee,05000US47149,Rutherford County,1/1/2009,1/1/2013,Owner occupied,"9,825","4,740","50,540",320,"65,425"
Tennessee,05000US47149,Rutherford County,1/1/2009,1/1/2013,Renter occupied,"7,214","6,980","16,710",395,"31,299"
Tennessee,05000US47149,Rutherford County,1/1/2010,1/1/2014,Owner occupied,"9,645","4,545","51,254",335,"65,779"
Tennessee,05000US47149,Rutherford County,1/1/2010,1/1/2014,Renter occupied,"7,360","7,385","17,500",415,"32,660"
Tennessee,05000US47151,Scott County,1/1/2005,1/1/2009,Owner occupied,998,725,"5,148",465,"7,336"
Tennessee,05000US47151,Scott County,1/1/2005,1/1/2009,Renter occupied,277,60,"1,485",0,"1,822"
Tennessee,05000US47151,Scott County,1/1/2006,1/1/2010,Owner occupied,966,484,"4,868",65,"6,383"
Tennessee,05000US47151,Scott County,1/1/2006,1/1/2010,Renter occupied,384,434,"1,389",34,"2,241"
Tennessee,05000US47151,Scott County,1/1/2007,1/1/2011,Owner occupied,949,503,"4,985",95,"6,532"
Tennessee,05000US47151,Scott County,1/1/2007,1/1/2011,Renter occupied,347,504,"1,144",34,"2,029"
Tennessee,05000US47151,Scott County,1/1/2008,1/1/2012,Owner occupied,838,639,"4,919",85,"6,481"
Tennessee,05000US47151,Scott County,1/1/2008,1/1/2012,Renter occupied,353,530,"1,053",19,"1,955"
Tennessee,05000US47151,Scott County,1/1/2009,1/1/2013,Owner occupied,867,704,"4,734",65,"6,370"
Tennessee,05000US47151,Scott County,1/1/2009,1/1/2013,Renter occupied,324,415,"1,094",4,"1,837"
Tennessee,05000US47151,Scott County,1/1/2010,1/1/2014,Owner occupied,832,643,"4,684",65,"6,224"
Tennessee,05000US47151,Scott County,1/1/2010,1/1/2014,Renter occupied,338,410,"1,303",10,"2,061"
Tennessee,05000US47153,Sequatchie County,1/1/2005,1/1/2009,Owner occupied,495,353,"2,804",199,"3,851"
Tennessee,05000US47153,Sequatchie County,1/1/2005,1/1/2009,Renter occupied,50,24,500,0,574
Tennessee,05000US47153,Sequatchie County,1/1/2006,1/1/2010,Owner occupied,510,398,"2,985",75,"3,968"
Tennessee,05000US47153,Sequatchie County,1/1/2006,1/1/2010,Renter occupied,135,220,694,65,"1,114"
Tennessee,05000US47153,Sequatchie County,1/1/2007,1/1/2011,Owner occupied,529,475,"3,065",85,"4,154"
Tennessee,05000US47153,Sequatchie County,1/1/2007,1/1/2011,Renter occupied,265,205,649,69,"1,188"
Tennessee,05000US47153,Sequatchie County,1/1/2008,1/1/2012,Owner occupied,504,458,"3,160",65,"4,187"
Tennessee,05000US47153,Sequatchie County,1/1/2008,1/1/2012,Renter occupied,315,265,685,55,"1,320"
Tennessee,05000US47153,Sequatchie County,1/1/2009,1/1/2013,Owner occupied,409,437,"3,230",65,"4,141"
Tennessee,05000US47153,Sequatchie County,1/1/2009,1/1/2013,Renter occupied,330,234,859,55,"1,478"
Tennessee,05000US47153,Sequatchie County,1/1/2010,1/1/2014,Owner occupied,487,422,"3,360",19,"4,288"
Tennessee,05000US47153,Sequatchie County,1/1/2010,1/1/2014,Renter occupied,370,204,744,30,"1,348"
Tennessee,05000US47155,Sevier County,1/1/2005,1/1/2009,Owner occupied,"2,755","2,135","18,550",960,"24,400"
Tennessee,05000US47155,Sevier County,1/1/2005,1/1/2009,Renter occupied,"1,545",725,"5,650",0,"7,920"
Tennessee,05000US47155,Sevier County,1/1/2006,1/1/2010,Owner occupied,"2,945","2,350","20,370",145,"25,810"
Tennessee,05000US47155,Sevier County,1/1/2006,1/1/2010,Renter occupied,"2,450","2,035","7,205",90,"11,780"
Tennessee,05000US47155,Sevier County,1/1/2007,1/1/2011,Owner occupied,"3,090","2,420","19,795",170,"25,475"
Tennessee,05000US47155,Sevier County,1/1/2007,1/1/2011,Renter occupied,"2,339","2,040","7,300",59,"11,738"
Tennessee,05000US47155,Sevier County,1/1/2008,1/1/2012,Owner occupied,"2,969","2,360","19,230",100,"24,659"
Tennessee,05000US47155,Sevier County,1/1/2008,1/1/2012,Renter occupied,"2,465","2,013","7,790",120,"12,388"
Tennessee,05000US47155,Sevier County,1/1/2009,1/1/2013,Owner occupied,"3,225","2,345","18,910",95,"24,575"
Tennessee,05000US47155,Sevier County,1/1/2009,1/1/2013,Renter occupied,"2,373","2,309","7,385",140,"12,207"
Tennessee,05000US47155,Sevier County,1/1/2010,1/1/2014,Owner occupied,"3,190","2,015","18,615",140,"23,960"
Tennessee,05000US47155,Sevier County,1/1/2010,1/1/2014,Renter occupied,"2,639","2,517","6,995",130,"12,281"
Tennessee,05000US47157,Shelby County,1/1/2005,1/1/2009,Owner occupied,"40,660","29,775","181,270","25,660","277,365"
Tennessee,05000US47157,Shelby County,1/1/2005,1/1/2009,Renter occupied,"26,965","11,805","58,730",0,"97,500"
Tennessee,05000US47157,Shelby County,1/1/2006,1/1/2010,Owner occupied,"37,090","25,955","145,075","1,920","210,040"
Tennessee,05000US47157,Shelby County,1/1/2006,1/1/2010,Renter occupied,"29,545","36,055","60,955","3,850","130,405"
Tennessee,05000US47157,Shelby County,1/1/2007,1/1/2011,Owner occupied,"36,310","25,320","143,510","1,895","207,035"
Tennessee,05000US47157,Shelby County,1/1/2007,1/1/2011,Renter occupied,"30,015","38,259","60,940","4,210","133,424"
Tennessee,05000US47157,Shelby County,1/1/2008,1/1/2012,Owner occupied,"34,835","25,090","143,585","2,285","205,795"
Tennessee,05000US47157,Shelby County,1/1/2008,1/1/2012,Renter occupied,"31,235","39,275","60,880","4,775","136,165"
Tennessee,05000US47157,Shelby County,1/1/2009,1/1/2013,Owner occupied,"33,445","24,010","143,720","2,150","203,325"
Tennessee,05000US47157,Shelby County,1/1/2009,1/1/2013,Renter occupied,"31,730","40,054","63,100","5,315","140,199"
Tennessee,05000US47157,Shelby County,1/1/2010,1/1/2014,Owner occupied,"31,630","23,000","143,530","2,235","200,395"
Tennessee,05000US47157,Shelby County,1/1/2010,1/1/2014,Renter occupied,"33,370","41,039","64,800","5,860","145,069"
Tennessee,05000US47159,Smith County,1/1/2005,1/1/2009,Owner occupied,632,443,"5,034",229,"6,338"
Tennessee,05000US47159,Smith County,1/1/2005,1/1/2009,Renter occupied,97,64,758,0,919
Tennessee,05000US47159,Smith County,1/1/2006,1/1/2010,Owner occupied,517,300,"4,394",25,"5,236"
Tennessee,05000US47159,Smith County,1/1/2006,1/1/2010,Renter occupied,191,368,"1,003",29,"1,591"
Tennessee,05000US47159,Smith County,1/1/2007,1/1/2011,Owner occupied,517,415,"4,434",18,"5,384"
Tennessee,05000US47159,Smith County,1/1/2007,1/1/2011,Renter occupied,228,386,983,24,"1,621"
Tennessee,05000US47159,Smith County,1/1/2008,1/1/2012,Owner occupied,531,432,"4,460",18,"5,441"
Tennessee,05000US47159,Smith County,1/1/2008,1/1/2012,Renter occupied,327,417,"1,032",39,"1,815"
Tennessee,05000US47159,Smith County,1/1/2009,1/1/2013,Owner occupied,657,388,"4,274",28,"5,347"
Tennessee,05000US47159,Smith County,1/1/2009,1/1/2013,Renter occupied,328,565,989,34,"1,916"
Tennessee,05000US47159,Smith County,1/1/2010,1/1/2014,Owner occupied,641,354,"4,503",24,"5,522"
Tennessee,05000US47159,Smith County,1/1/2010,1/1/2014,Renter occupied,292,473,"1,063",25,"1,853"
Tennessee,05000US47161,Stewart County,1/1/2005,1/1/2009,Owner occupied,514,467,"3,410",175,"4,566"
