State Name,geoid,County Name,Start Year,End Year,Tenure,Housing cost burden is greater than 30% but less than or equal to 50%,Housing cost burden is greater than 50%,Housing cost burden is less than or equal to 30%,Housing cost burden not computed (household has no/negative income),Total Households
Illinois,05000US17009,Brown County,1/1/2006,1/1/2010,Renter occupied,44,53,433,14,544
Illinois,05000US17009,Brown County,1/1/2007,1/1/2011,Owner occupied,199,57,"1,284",10,"1,550"
Illinois,05000US17009,Brown County,1/1/2007,1/1/2011,Renter occupied,53,53,449,8,563
Illinois,05000US17009,Brown County,1/1/2008,1/1/2012,Owner occupied,165,73,"1,288",0,"1,526"
Illinois,05000US17009,Brown County,1/1/2008,1/1/2012,Renter occupied,54,42,472,10,578
Illinois,05000US17009,Brown County,1/1/2009,1/1/2013,Owner occupied,193,105,"1,360",0,"1,658"
Illinois,05000US17009,Brown County,1/1/2009,1/1/2013,Renter occupied,38,33,368,8,447
Illinois,05000US17009,Brown County,1/1/2010,1/1/2014,Owner occupied,199,74,"1,309",0,"1,582"
Illinois,05000US17009,Brown County,1/1/2010,1/1/2014,Renter occupied,23,33,462,4,522
Illinois,05000US17011,Bureau County,1/1/2005,1/1/2009,Owner occupied,"1,677",997,"9,408",464,"12,546"
Illinois,05000US17011,Bureau County,1/1/2005,1/1/2009,Renter occupied,546,200,"2,095",0,"2,841"
Illinois,05000US17011,Bureau County,1/1/2006,1/1/2010,Owner occupied,"1,647",874,"8,373",59,"10,953"
Illinois,05000US17011,Bureau County,1/1/2006,1/1/2010,Renter occupied,737,553,"2,334",4,"3,628"
Illinois,05000US17011,Bureau County,1/1/2007,1/1/2011,Owner occupied,"1,432",817,"8,585",60,"10,894"
Illinois,05000US17011,Bureau County,1/1/2007,1/1/2011,Renter occupied,718,518,"2,264",10,"3,510"
Illinois,05000US17011,Bureau County,1/1/2008,1/1/2012,Owner occupied,"1,436",767,"8,489",70,"10,762"
Illinois,05000US17011,Bureau County,1/1/2008,1/1/2012,Renter occupied,686,617,"2,193",14,"3,510"
Illinois,05000US17011,Bureau County,1/1/2009,1/1/2013,Owner occupied,"1,300",756,"8,473",75,"10,604"
Illinois,05000US17011,Bureau County,1/1/2009,1/1/2013,Renter occupied,672,586,"2,123",14,"3,395"
Illinois,05000US17011,Bureau County,1/1/2010,1/1/2014,Owner occupied,"1,351",707,"8,509",60,"10,627"
Illinois,05000US17011,Bureau County,1/1/2010,1/1/2014,Renter occupied,626,655,"2,214",25,"3,520"
Illinois,05000US17013,Calhoun County,1/1/2005,1/1/2009,Owner occupied,196,182,"1,453",85,"1,916"
Illinois,05000US17013,Calhoun County,1/1/2005,1/1/2009,Renter occupied,37,0,250,0,287
Illinois,05000US17013,Calhoun County,1/1/2006,1/1/2010,Owner occupied,184,130,"1,287",0,"1,601"
Illinois,05000US17013,Calhoun County,1/1/2006,1/1/2010,Renter occupied,86,75,266,0,427
Illinois,05000US17013,Calhoun County,1/1/2007,1/1/2011,Owner occupied,137,152,"1,352",4,"1,645"
Illinois,05000US17013,Calhoun County,1/1/2007,1/1/2011,Renter occupied,72,64,289,0,425
Illinois,05000US17013,Calhoun County,1/1/2008,1/1/2012,Owner occupied,174,134,"1,323",14,"1,645"
Illinois,05000US17013,Calhoun County,1/1/2008,1/1/2012,Renter occupied,61,69,288,0,418
Illinois,05000US17013,Calhoun County,1/1/2009,1/1/2013,Owner occupied,174,118,"1,368",8,"1,668"
Illinois,05000US17013,Calhoun County,1/1/2009,1/1/2013,Renter occupied,50,67,285,0,402
Illinois,05000US17013,Calhoun County,1/1/2010,1/1/2014,Owner occupied,202,106,"1,332",14,"1,654"
Illinois,05000US17013,Calhoun County,1/1/2010,1/1/2014,Renter occupied,60,73,280,0,413
Illinois,05000US17015,Carroll County,1/1/2005,1/1/2009,Owner occupied,789,448,"4,582",197,"6,016"
Illinois,05000US17015,Carroll County,1/1/2005,1/1/2009,Renter occupied,177,73,"1,064",0,"1,314"
Illinois,05000US17015,Carroll County,1/1/2006,1/1/2010,Owner occupied,723,379,"4,248",18,"5,368"
Illinois,05000US17015,Carroll County,1/1/2006,1/1/2010,Renter occupied,226,284,"1,148",0,"1,658"
Illinois,05000US17015,Carroll County,1/1/2007,1/1/2011,Owner occupied,682,408,"4,134",27,"5,251"
Illinois,05000US17015,Carroll County,1/1/2007,1/1/2011,Renter occupied,252,334,"1,074",4,"1,664"
Illinois,05000US17015,Carroll County,1/1/2008,1/1/2012,Owner occupied,573,341,"4,202",38,"5,154"
Illinois,05000US17015,Carroll County,1/1/2008,1/1/2012,Renter occupied,276,314,"1,014",4,"1,608"
Illinois,05000US17015,Carroll County,1/1/2009,1/1/2013,Owner occupied,548,394,"4,107",59,"5,108"
Illinois,05000US17015,Carroll County,1/1/2009,1/1/2013,Renter occupied,248,359,963,4,"1,574"
Illinois,05000US17015,Carroll County,1/1/2010,1/1/2014,Owner occupied,553,376,"4,086",64,"5,079"
Illinois,05000US17015,Carroll County,1/1/2010,1/1/2014,Renter occupied,263,295,892,4,"1,454"
Illinois,05000US17017,Cass County,1/1/2005,1/1/2009,Owner occupied,480,314,"3,312",280,"4,386"
Illinois,05000US17017,Cass County,1/1/2005,1/1/2009,Renter occupied,124,14,829,0,967
Illinois,05000US17017,Cass County,1/1/2006,1/1/2010,Owner occupied,419,222,"2,948",19,"3,608"
Illinois,05000US17017,Cass County,1/1/2006,1/1/2010,Renter occupied,193,269,962,25,"1,449"
Illinois,05000US17017,Cass County,1/1/2007,1/1/2011,Owner occupied,395,248,"2,925",19,"3,587"
Illinois,05000US17017,Cass County,1/1/2007,1/1/2011,Renter occupied,218,307,952,14,"1,491"
Illinois,05000US17017,Cass County,1/1/2008,1/1/2012,Owner occupied,358,232,"2,971",22,"3,583"
Illinois,05000US17017,Cass County,1/1/2008,1/1/2012,Renter occupied,221,323,930,14,"1,488"
Illinois,05000US17017,Cass County,1/1/2009,1/1/2013,Owner occupied,373,209,"3,123",33,"3,738"
